Engine_Temperature,Vibration_Levels,Fuel_Consumption,Downtime_Maintenance
0.0,0.07764843334841429,0.596235208241811,0.0
0.0,0.025849171538129535,1.0,0.0
0.0,0.012260822187057827,0.2362138533457126,0.0
0.0,0.047458030632056517,0.0,0.0
0.0,0.07053769191258201,0.0,0.0
0.0,0.0003455401630596208,0.8823793983850028,0.07126653782840421
0.0,0.08069173565550254,0.6758992416783052,0.0
0.0,0.059165292627149736,1.0,0.0
0.0,0.03530737917504753,0.0,0.02580222547650801
0.0,0.18070727769152284,0.0,0.12525989481469157
0.0,0.024747499255532063,0.2723386124696105,0.07684786602085178
0.0,0.07055572682381038,0.0,0.0
0.0,0.3744924796360426,0.0,0.0
0.0,0.09235562980082705,0.21415137614221608,0.0
0.0,0.08695360184259826,1.0,0.03721682063819665
0.0,0.03365330605539188,0.0,0.06114858650731745
0.0,0.21851216390670244,0.9588028064521159,0.17601048528167523
0.0,0.16808481807691725,0.1619892980428721,0.0
0.0,0.017213100302352582,0.2682935462537411,0.0
0.0,0.13221657677506257,0.07424723852471765,0.0
0.0,0.08054731216581397,0.5085395587349479,0.0
0.0,0.07285579608817425,0.0,0.0
0.0,0.02508853676854269,1.0,0.0
0.0,0.026669713486819437,0.9485022944151855,0.0
0.0,6.821888685268888e-05,0.6550823621208499,0.0
0.0,0.018639357229941023,0.7491647460562902,0.004344002543877005
0.0,0.16501153549897446,0.3894085309654974,0.00781631121373977
0.0,0.007342505327922396,0.0,0.03684040692494082
0.0,0.000313092571955713,0.0,0.07274915430695884
0.0,0.2311398800975627,1.0,0.05378554996169838
0.0,0.2659779933806989,0.0,0.0
0.0,0.007929455263297648,0.18583824810998778,0.0667980844109419
0.0,0.0988195058819788,0.0,0.02819028748231674
0.0,0.05899269579433904,0.0,0.0
0.0,0.012069877056126794,0.0,0.0
0.0,0.02787640601184429,0.0,0.0
0.0,0.004269606239927648,0.4959306074128465,0.006314866583703411
0.0,0.11936965699183319,0.0,0.0
0.0,0.07206479694660127,0.0,0.013333907468270036
0.0,0.013034815218514906,0.0,0.0
0.0,0.14095412369642107,0.12276985389815426,0.061101933111213445
0.0,0.05368358551273007,1.0,0.07403301270448703
0.0,0.043671718622057897,0.41133639746531975,0.005093455103355424
0.0,0.175229063039174,0.9254663479595691,0.016398252355835367
0.0,0.029888703308356582,0.0,0.1263376981608451
0.0,0.13915387423077866,0.0,0.0
0.0,0.06091400031598408,0.0,0.004637263651724542
0.0,0.4720857338459179,0.31084499073986555,0.0
0.0,0.13205695135509993,0.19527212504807362,0.0
0.0,0.003420630941864049,0.17677505876865046,0.003130205040100315
0.0,0.27799704732552805,0.0,0.0
0.0,0.043786572912680836,0.6968972379598821,0.0
0.0,0.03324522689424769,0.0,0.0
0.0,0.052693264291725564,0.854428756634009,0.0
0.0,0.1194392628550681,0.0,0.019471433131046788
0.0,0.1313159068828617,1.0,0.0
0.0,0.04414679002676361,0.0,0.012692916907354721
0.0,0.13971532942789794,1.0,0.05811092346486866
0.0,0.03642102540152051,0.0,0.038839135370350504
0.0,0.037561998056515555,0.33631740382693526,0.03563454282889484
0.0,0.10999191131634627,1.0,0.02427910721154352
0.0,0.058381064798440616,1.0,0.0
0.0,0.1558278678883581,0.407952397257827,0.15941356092567616
0.0,0.05517999341697987,0.18307586046274243,0.04597730350943092
0.0,0.047493682434348865,0.0,0.0
0.0,0.012875078910967478,0.0,0.0
0.0,0.0038158531912916072,0.18821364009013936,0.0
0.0,0.0028865083451581597,0.0,0.01423092717842896
0.0,0.03219550979394441,0.0,0.0
0.0,0.000477859532060913,0.344727135192534,0.015765454080475045
0.0,0.004427337112750875,1.0,0.0
0.0,0.019025869639304093,0.0,0.0
0.0,0.06391985878838233,1.0,0.0
0.0,0.03551307489275336,0.0,0.051417192551923764
0.0,0.20312716739692746,0.1806715163738844,0.0
0.0,0.23866710384001943,0.08842582537450822,0.04923888950881598
0.0,0.1060666740525963,0.0,0.0
0.0,0.3034948067476391,1.0,0.10973020734195166
0.0,0.00019557015099466854,0.0,0.0
0.0,0.008199155241581867,0.0,0.0
0.0,0.22127499032323272,0.5363178176314423,0.0
0.0,0.008005712509811233,0.484322570903641,0.02289821480061564
0.0,0.007794889068069059,0.15688862150993443,0.11365624277127018
0.0,0.1735511268264397,0.0,0.04349945937774479
0.0,0.08970542771853489,0.0,0.0012384830707342965
0.0,0.0013262730092830344,0.0,0.0
0.0,0.0093867868210816,0.0,0.0
0.0,0.18313461100737827,1.0,0.0
0.0,0.030871395909128182,0.0,0.07803217955857136
0.0,0.02454291401070487,0.09345622617218935,0.0
0.0,0.12581044327121274,0.8313837438325014,0.02405749815906527
0.0,0.0895617826690706,0.42226856427863274,0.0
0.0,0.004838318924247973,0.0,0.001774564292439116
0.0,0.16169481496333585,0.12565429543206175,0.0
0.0,0.02578693123090065,0.6617113127522647,0.029296729404414554
0.0,0.17675118937599898,1.0,0.0
0.0,0.0622204940472091,0.40752921935676695,0.0
0.0,0.18290926245901792,0.0,0.01510532541275313
